Model,Input,TF-TRT,AP,AP50,AP75,APsmall,APmedium,APlarge,ARmax=1,ARmax=10,ARmax=100,ARsmall,ARmidium,ARlarge,images/sec,99th_percentile(ms),total_time(s),latency_mean(ms),latency_median(ms),latency_min(ms)
SSD ResNet152 V1 FPN RetinaNet152,1024x1024,TF-TRT FP16,0.3892182906658501,0.5817000812403402,0.4211691079016535,0.20641105068582294,0.4260052929215939,0.5311857622661308,0.3260264952576316,0.5211417491560922,0.5581832575443832,0.340413508127248,0.5984591424870199,0.7397339307041807,4.1439890278385,265.17438888549805,1196.207584142685,241.65809780660302,241.04833602905273,190.28615951538086
Faster R-CNN ResNet50 V1,640x640,TF-TRT FP32,0.27943166807742387,0.45811572196729916,0.29320287937217854,0.09300505058569392,0.30660465372881757,0.4526858258603537,0.2659770429055295,0.4195915196853441,0.4480243271206154,0.19988752325227582,0.49645157654044536,0.690851597287105,17.361352275863613,75.36029815673828,320.83742356300354,64.8156411238391,54.721951484680176,41.84460639953613
Faster R-CNN ResNet50 V1,640x640,TF-TRT FP16,0.2792670846455914,0.45804508112199627,0.2918638813407636,0.09329929322478478,0.3071850467380355,0.4502340735447515,0.2657326088698643,0.4190908480257685,0.4474468633027969,0.1996303949826369,0.49603441228667366,0.6895503496439332,21.52232325290221,66.1473274230957,266.28788113594055,53.795531542614256,44.33166980743408,30.579805374145508
Faster R-CNN ResNet50 V1,1024x1024,TF-TRT FP32,0.3066040923304972,0.5012023297919901,0.3190172650116107,0.14252167200840657,0.3684418805983798,0.44419167187803443,0.2782220830573133,0.4522159089509666,0.48628570432328594,0.2841166991233463,0.5520080069013376,0.6701417658423324,14.078768658191619,92.04816818237305,397.1468172073364,80.23168024390635,77.02696323394775,49.93915557861328
Faster R-CNN ResNet50 V1,1024x1024,TF-TRT FP16,0.306647559570453,0.5011795138989837,0.31894972765982377,0.1427773030516792,0.3684755726292163,0.444585417260804,0.27808929461305937,0.4518093474160503,0.4860385695441248,0.2843976993900083,0.5523941694894814,0.6688654192234708,17.150365042734364,81.39181137084961,338.3547580242157,68.35449657054862,65.17195701599121,35.414934158325195
Faster R-CNN ResNet50 V1,800x1333,TF-TRT FP32,0.2666226615170906,0.4575441211453354,0.27142821266363537,0.15546347923845094,0.3323711802741802,0.3505003721759224,0.24449070586427538,0.4138979467071038,0.43612311306296603,0.2681789012355006,0.4903171539617819,0.5830337439898535,10.548857986720654,115.00167846679688,531.967741727829,107.46823065208666,100.39651393890381,72.13759422302246
Faster R-CNN ResNet50 V1,800x1333,TF-TRT FP16,0.2666370263090139,0.4576484572620288,0.2713788963637807,0.1557645926828929,0.3325591313703274,0.35063958735236517,0.244412183199607,0.4139626021600421,0.436288514982457,0.26845286489040354,0.4908145348703361,0.5835758174771196,11.238604515776094,119.6138858795166,509.1286573410034,102.85427421030371,94.37680244445801,65.66166877746582
Faster R-CNN ResNet101 V1,640x640,TF-TRT FP32,0.30201332822121696,0.48114631243234574,0.317533490032003,0.10364164053238548,0.33197956882731394,0.4734586721906627,0.28099365820452005,0.4372283960617223,0.4648874798900563,0.21786942027233056,0.5177920021014405,0.6914728992007891,17.017820548488732,79.42986488342285,333.81745052337646,67.43786879260131,55.87434768676758,45.53341865539551
Faster R-CNN ResNet101 V1,640x640,TF-TRT FP16,0.301893029270217,0.4807616474197638,0.31660782811398325,0.10366633831579622,0.33163959932039333,0.4750207321990095,0.2809669024466744,0.43699110693878096,0.4652111780803512,0.21849122224630285,0.5176465273834076,0.6940945284991438,23.59639730356859,62.67905235290527,278.0229251384735,56.16624750272192,39.70646858215332,31.534910202026367
Faster R-CNN ResNet101 V1,1024x1024,TF-TRT FP32,0.3656220908195576,0.5593917911375483,0.3887574748858835,0.1759414989457435,0.4082139426009371,0.5394695557730518,0.3198083732299576,0.5044696444999924,0.5391426433303222,0.3317516227214538,0.5852880018926042,0.739587845925253,13.294210246167337,94.26498413085938,413.20198011398315,83.47514749777437,73.33528995513916,58.59851837158203
Faster R-CNN ResNet101 V1,1024x1024,TF-TRT FP16,0.3655393976497971,0.5590761771972002,0.3899694103697104,0.17583428096836656,0.4082491822345967,0.5399561278878254,0.3196654961868168,0.5042973822511229,0.5390642655583134,0.3317153739274004,0.5849050016669901,0.7399476610177576,18.547474284950283,74.86724853515625,308.5754415988922,62.33847305028126,53.22909355163574,38.35415840148926
Faster R-CNN ResNet101 V1,800x1333,TF-TRT FP32,0.31453079235575676,0.511479241879783,0.32728163124302484,0.16430433035788053,0.37057952684197465,0.41498345225040706,0.27181306098002944,0.45383564621538136,0.4784689987329911,0.28386988028793114,0.535967614173735,0.6328733589544059,8.442756958044892,137.70413398742676,618.6612892150879,124.98207862931068,123.99017810821533,97.32961654663086
Faster R-CNN ResNet101 V1,800x1333,TF-TRT FP16,0.31437227105112064,0.5111474780726822,0.3275427161525632,0.16431484695076048,0.3703171377879995,0.4148567221595507,0.2719146064636298,0.45405666945987755,0.4786487407237162,0.28407026917566847,0.5358502915128049,0.6328189431655413,9.003142409301363,132.61699676513672,580.1593313217163,117.20390531751845,116.3187026977539,89.51187133789062
Faster R-CNN ResNet152 V1,640x640,TF-TRT FP32,0.3115744458769107,0.49028132931866947,0.32737666787939795,0.10890333132991006,0.3435812549494014,0.4948685915648313,0.2870471697761954,0.4479735714678148,0.47771166400549275,0.22931190386543765,0.532529193844922,0.7030897747378233,15.73006838620558,85.26086807250977,396.5771291255951,80.11659174254446,61.11788749694824,49.94654655456543
Faster R-CNN ResNet152 V1,640x640,TF-TRT FP16,0.31128179138186896,0.4892809315265441,0.32655124974209476,0.10952869767123286,0.34358514182610483,0.4955012836431532,0.287066281491399,0.44838916872176454,0.47769284291451675,0.22987702030157137,0.5317796951059551,0.7064773716564565,22.877544741561383,64.91923332214355,305.990332365036,61.816228760613335,41.04304313659668,33.890724182128906
Faster R-CNN ResNet152 V1,1024x1024,TF-TRT FP32,0.36863780929827367,0.5571960201777018,0.3918963725009005,0.16902972898472612,0.41376602335877316,0.5448695204293773,0.3252087194417737,0.5118822754682454,0.5465254616548999,0.33011842357685384,0.5942058011528851,0.7457512356979156,11.630746989008415,106.39715194702148,462.4838960170746,93.43109010445951,82.43298530578613,69.62776184082031
Faster R-CNN ResNet152 V1,1024x1024,TF-TRT FP16,0.3686017059711244,0.5575048674102034,0.39211134174712653,0.16940863674651271,0.41362477125416947,0.5453812503599883,0.3256004133555649,0.5121501496621808,0.5472430508642917,0.33033091408016924,0.5956408107410371,0.7448879582674434,18.762679797001482,74.7213363647461,304.2717056274414,61.469031439887154,50.50015449523926,38.43069076538086
Faster R-CNN ResNet152 V1,800x1333,TF-TRT FP32,0.3275017581851853,0.5231444687600061,0.3477521288655882,0.17262545706320373,0.37862143293500494,0.4372613406962764,0.28361534778875225,0.46495621391208614,0.4887708018396188,0.29890097088157974,0.5421786187707588,0.6447716561643202,6.9572970381902275,166.12958908081055,740.6008546352386,149.61633426974518,148.56255054473877,122.9710578918457
Faster R-CNN ResNet152 V1,800x1333,TF-TRT FP16,0.32766107861963184,0.5232659500658651,0.3476416341583935,0.17277048149117352,0.3785954443761735,0.4365712012304645,0.2838021441352446,0.46518855871504633,0.4889365307677278,0.2990086495357106,0.5422477150129257,0.6448842826674496,7.30445614404147,160.17913818359375,708.6049547195435,143.15251610495827,142.70305633544922,116.51825904846191
Faster R-CNN Inception ResNet V2,640x640,TF-TRT FP32,0.36887237211758,0.5614721730586089,0.3883218196151059,0.15382553615272876,0.41302053747108386,0.5593208206145056,0.3178654523354154,0.4911249085962504,0.5152699919471797,0.26900754241056757,0.5704735409611575,0.7396660535796358,5.831325732749153,190.4747486114502,887.9057610034943,179.37490121282713,167.32347011566162,157.37199783325195
Faster R-CNN Inception ResNet V2,640x640,TF-TRT FP16,0.3689962442011228,0.5614277761480603,0.3882558519199883,0.15392146333689266,0.41312818579493454,0.5585759204735993,0.3179759402891846,0.49151030773420656,0.515621249846015,0.26933745579889323,0.5705854256347942,0.7404749127554053,15.814594775209608,82.86738395690918,363.7135601043701,73.47748688977174,59.80277061462402,50.473928451538086
Faster R-CNN Inception ResNet V2,1024x1024,TF-TRT FP32,0.3601862353280775,0.5732512616497479,0.37880690316371646,0.16473286790168104,0.40465027947996224,0.5253715818589332,0.3098035749214213,0.47985968848034255,0.504981730356116,0.2882523090381836,0.5542833396845328,0.6981727552276683,4.1886224936064895,263.7779712677002,1198.020839691162,242.02441205882064,234.7341775894165,225.2197265625
Faster R-CNN Inception ResNet V2,1024x1024,TF-TRT FP16,0.360398327523887,0.573284796894333,0.3786647957971399,0.16469061658159367,0.40513834085148653,0.5255976098781533,0.31009219584955927,0.4800552520410261,0.5053263456825651,0.28836547456546635,0.5546996492598623,0.6986315073548289,7.1353690866697645,163.6679172515869,711.606339931488,143.75885655181577,136.30366325378418,129.01687622070312
Mask R-CNN Inception ResNet V2,1024x1024,TF-TRT FP32,0.37931045338396363,0.5915222188450547,0.4058395676317226,0.18705009954750568,0.4227197757373985,0.5381579493952354,0.3186550096319636,0.4975517521286717,0.5227460207520457,0.3116000221573067,0.5721818423232072,0.7103649666111223,3.261371647913304,328.094482421875,1562.1435918807983,315.5845640163229,300.9730577468872,290.006160736084
Mask R-CNN Inception ResNet V2,1024x1024,TF-TRT FP16,0.37981276982251266,0.591324556076274,0.4073372473094289,0.18741517761902468,0.4226781071948273,0.5391867896409067,0.3189775990832339,0.4980009466518658,0.5229376128115368,0.312010370017668,0.5721017737191554,0.7099783363402827,9.994362327964424,121.7191219329834,546.517885684967,110.40765367373072,96.31478786468506,85.45374870300293
